lat;lon ;RR ; Wet_Climat_Freq
2.4;36.1;0.13;0.13
2.4;36.15;0.13;0.13
2.4;36.2;0.13;0.13
2.4;36.25;0.13;0.13
2.4;36.35;0.13;0.13
2.4;37.55;0.13;0.13
2.4;37.6;0.13;0.25
2.4;37.65;0.13;0.13
2.4;37.7;0.13;0.13
2.4;37.75;0.13;0.13
2.4;37.8;0.13;0.13
2.4;39.65;0.13;0.13
2.4;39.7;0.13;0.13
2.4;39.75;0.13;0.13
2.4;39.8;0.13;0.13
2.4;39.85;0.13;0.13
2.4;39.9;0.13;0.13
2.4;39.95;0.13;0.13
2.4;40;0.13;0.13
2.4;40.15;0.13;0.13
2.4;40.2;0.13;0.13
2.4;40.25;0.13;0.13
2.4;40.3;0.13;0.13
2.4;40.35;0.13;0.13
2.4;40.4;0.13;0.13
2.4;40.45;0.13;0.13
2.4;40.55;0.13;0.13
2.4;40.6;0.13;0.13
2.4;40.65;0.13;0.13
2.4;40.7;0.13;0.13
2.4;40.75;0.13;0.13
2.4;40.8;0.13;0.13
2.4;40.85;0.13;0.13
2.4;40.9;0.13;0.13
2.4;33.55;0.00;0.13
2.4;33.6;0.00;0.13
2.4;33.65;0.00;0.13
2.4;33.7;0.00;0.13
2.4;33.75;0.00;0.13
2.4;33.8;0.00;0.13
2.4;33.85;0.00;0.00
2.4;33.9;0.00;0.00
2.4;33.95;0.00;0.00
2.4;34;0.00;0.00
2.4;34.4;0.00;0.00
2.4;34.45;0.00;0.00
2.4;34.5;0.00;0.00
2.4;34.55;0.00;0.00
2.4;34.6;0.00;0.00
2.4;34.65;0.00;0.00
2.4;34.7;0.00;0.00
2.4;34.75;0.00;0.00
2.4;35.05;0.00;0.50
2.4;35.25;0.00;0.50
2.4;35.3;0.00;0.38
2.4;35.35;0.00;0.38
2.4;35.4;0.00;0.25
2.4;35.75;0.00;0.13
2.4;35.95;0.00;0.75
2.4;37.9;0.00;0.75
2.4;38.3;0.00;0.75
2.4;38.35;0.00;0.63
2.4;38.4;0.00;0.50
2.4;38.45;0.00;0.50
2.4;38.5;0.00;0.50
2.4;38.55;0.00;0.50
2.4;38.6;0.00;0.38
2.4;38.65;0.00;0.38
2.4;38.7;0.00;0.38
2.4;38.75;0.00;0.25
2.4;38.8;0.00;0.25
2.4;38.85;0.00;0.38
2.4;38.9;0.00;0.38
2.4;38.95;0.00;0.25
2.4;39;0.00;0.25
2.4;39.05;0.00;0.25
2.4;39.1;0.00;0.13
2.4;39.15;0.00;0.25
2.4;39.2;0.00;0.25
2.4;39.25;0.00;0.38
2.4;39.3;0.00;0.50
2.4;39.35;0.00;0.50
2.4;39.4;0.00;0.50
2.4;39.45;0.00;0.50
2.4;40.5;0.00;0.13
2.35;35.85;0.50;0.13
2.35;36.5;0.50;0.13
2.35;35.8;0.38;0.13
2.35;35.9;0.38;0.13
2.35;35.95;0.38;0.13
2.35;36.45;0.38;0.13
2.35;36.55;0.38;0.13
2.35;36.6;0.38;0.13
2.35;36.65;0.38;0.13
2.35;36.7;0.38;0.13
2.35;36.75;0.38;0.13
2.35;36.85;0.38;0.13
2.35;36.9;0.38;0.13
2.35;37.35;0.38;0.13
2.35;37.4;0.38;0.13
2.35;37.45;0.38;0.13
2.35;37.5;0.38;0.13
2.35;38.3;0.38;0.13
2.35;39.5;0.38;0.13
2.35;39.6;0.38;0.13
2.35;40.1;0.38;0.13
2.35;34.8;0.25;0.00
2.35;34.85;0.25;0.00
2.35;34.9;0.25;0.00
2.35;35.55;0.25;0.13
2.35;35.6;0.25;0.13
2.35;35.65;0.25;0.13
2.35;36;0.25;0.13
2.35;36.05;0.25;0.13
2.35;36.4;0.25;0.13
2.35;36.8;0.25;0.13
2.35;36.95;0.25;0.13
2.35;37;0.25;0.13
2.35;37.05;0.25;0.13
2.35;37.1;0.25;0.13
2.35;37.15;0.25;0.13
2.35;37.2;0.25;0.13
2.35;37.25;0.25;0.13
2.35;37.3;0.25;0.13
2.35;38;0.25;0.13
2.35;38.25;0.25;0.13
2.35;39.55;0.25;0.13
2.35;39.65;0.25;0.13
2.35;39.7;0.25;0.13
2.35;39.75;0.25;0.13
2.35;40.05;0.25;0.13
2.35;33.8;0.13;0.00
2.35;33.85;0.13;0.00
2.35;33.9;0.13;0.00
2.35;33.95;0.13;0.00
2.35;34;0.13;0.00
2.35;34.05;0.13;0.00
2.35;34.1;0.13;0.00
2.35;34.15;0.13;0.00
2.35;34.2;0.13;0.00
2.35;34.25;0.13;0.00
2.35;34.3;0.13;0.00
2.35;34.35;0.13;0.00
2.35;34.4;0.13;0.00
2.35;34.45;0.13;0.00
2.35;34.5;0.13;0.00
2.35;34.55;0.13;0.00
2.35;34.6;0.13;0.00
2.35;34.65;0.13;0.00
2.35;34.7;0.13;0.00
2.35;34.75;0.13;0.00
2.35;35.35;0.13;0.38
2.35;35.45;0.13;0.13
2.35;35.5;0.13;0.13
2.35;35.7;0.13;0.13
2.35;36.1;0.13;0.13
2.35;36.15;0.13;0.13
2.35;36.2;0.13;0.13
2.35;36.25;0.13;0.13
2.35;36.3;0.13;0.13
2.35;36.35;0.13;0.13
2.35;37.55;0.13;0.13
2.35;37.6;0.13;0.25
2.35;37.65;0.13;0.25
2.35;37.7;0.13;0.13
2.35;37.75;0.13;0.13
2.35;37.8;0.13;0.13
2.35;37.85;0.13;0.13
2.35;37.9;0.13;0.13
2.35;37.95;0.13;0.13
2.35;39.8;0.13;0.13
2.35;39.85;0.13;0.13
2.35;39.9;0.13;0.13
2.35;39.95;0.13;0.13
2.35;40;0.13;0.13
2.35;40.15;0.13;0.13
2.35;40.2;0.13;0.13
2.35;40.25;0.13;0.13
2.35;40.3;0.13;0.13
2.35;40.35;0.13;0.13
2.35;40.4;0.13;0.13
2.35;40.45;0.13;0.13
2.35;40.5;0.13;0.13
2.35;40.55;0.13;0.13
2.35;40.6;0.13;0.13
2.35;40.65;0.13;0.13
2.35;40.7;0.13;0.13
2.35;40.75;0.13;0.13
2.35;40.8;0.13;0.13
2.35;40.85;0.13;0.13
2.35;33.45;0.00;0.00
2.35;33.5;0.00;0.13
2.35;33.55;0.00;0.13
2.35;33.6;0.00;0.13
2.35;33.65;0.00;0.13
2.35;33.7;0.00;0.13
2.35;33.75;0.00;0.00
2.35;34.95;0.00;0.63
2.35;35;0.00;0.50
2.35;35.05;0.00;0.25
2.35;35.1;0.00;0.50
2.35;35.15;0.00;0.50
2.35;35.2;0.00;0.38
2.35;35.25;0.00;0.25
2.35;35.3;0.00;0.50
2.35;35.4;0.00;0.13
2.35;35.75;0.00;0.13
2.35;38.05;0.00;0.63
2.35;38.1;0.00;0.63
2.35;38.15;0.00;0.63
2.35;38.2;0.00;0.75
2.35;38.35;0.00;0.63
2.35;38.4;0.00;0.63
2.35;38.45;0.00;0.63
2.35;38.5;0.00;0.63
2.35;38.55;0.00;0.50
2.35;38.6;0.00;0.38
2.35;38.65;0.00;0.38
2.35;38.7;0.00;0.13
2.35;38.75;0.00;0.13
2.35;38.8;0.00;0.13
2.35;38.85;0.00;0.25
2.35;38.9;0.00;0.13
2.35;38.95;0.00;0.25
2.35;39;0.00;0.25
2.35;39.05;0.00;0.25
2.35;39.1;0.00;0.13
2.35;39.15;0.00;0.13
2.35;39.2;0.00;0.13
2.35;39.25;0.00;0.38
2.35;39.3;0.00;0.13
2.35;39.35;0.00;0.38
2.35;39.4;0.00;0.50
2.35;39.45;0.00;0.50
2.3;36.55;0.63;0.13
2.3;36;0.50;0.13
2.3;36.5;0.50;0.13
2.3;36.8;0.50;0.13
2.3;39.5;0.50;0.13
2.3;34.9;0.38;0.00
2.3;35.8;0.38;0.13
2.3;35.85;0.38;0.13
2.3;36.85;0.38;0.13
2.3;36.9;0.38;0.13
2.3;37.2;0.38;0.13
2.3;37.25;0.38;0.13
2.3;37.35;0.38;0.13
2.3;39.55;0.38;0.13
2.3;39.6;0.38;0.13
2.3;39.65;0.38;0.13
2.3;39.7;0.38;0.13
2.3;39.75;0.38;0.13
2.3;34;0.25;0.00
2.3;34.75;0.25;0.00
2.3;34.8;0.25;0.00
2.3;34.85;0.25;0.00
2.3;35.6;0.25;0.13
2.3;35.7;0.25;0.13
2.3;35.75;0.25;0.13
2.3;35.95;0.25;0.13
2.3;36.35;0.25;0.13
2.3;36.4;0.25;0.13
2.3;36.45;0.25;0.13
2.3;36.6;0.25;0.13
2.3;36.65;0.25;0.13
2.3;36.7;0.25;0.13
2.3;36.75;0.25;0.13
2.3;36.95;0.25;0.13
2.3;37;0.25;0.13
2.3;37.05;0.25;0.13
2.3;37.1;0.25;0.13
2.3;37.15;0.25;0.13
2.3;37.3;0.25;0.13
2.3;37.4;0.25;0.13
2.3;37.45;0.25;0.13
2.3;37.5;0.25;0.13
2.3;37.55;0.25;0.13
2.3;37.9;0.25;0.13
2.3;37.95;0.25;0.13
2.3;38.05;0.25;0.13
2.3;40.05;0.25;0.13
2.3;40.1;0.25;0.13
2.3;34.05;0.13;0.00
2.3;34.1;0.13;0.00
2.3;34.15;0.13;0.00
2.3;34.2;0.13;0.00
2.3;34.25;0.13;0.00
2.3;34.3;0.13;0.00
2.3;34.35;0.13;0.00
2.3;34.4;0.13;0.00
2.3;34.45;0.13;0.00
2.3;34.5;0.13;0.00
2.3;34.55;0.13;0.00
2.3;34.6;0.13;0.00
2.3;34.65;0.13;0.00
2.3;34.7;0.13;0.00
2.3;35.35;0.13;0.50
2.3;35.5;0.13;0.13
2.3;35.55;0.13;0.13
2.3;35.65;0.13;0.13
2.3;35.9;0.13;0.13
2.3;36.05;0.13;0.13
2.3;36.15;0.13;0.13
2.3;36.2;0.13;0.13
2.3;36.25;0.13;0.13
2.3;36.3;0.13;0.13
2.3;37.6;0.13;0.13
2.3;37.65;0.13;0.25
2.3;37.7;0.13;0.25
2.3;37.75;0.13;0.13
2.3;37.8;0.13;0.13
2.3;37.85;0.13;0.13
2.3;39.8;0.13;0.13
2.3;39.85;0.13;0.25
2.3;39.9;0.13;0.13
2.3;39.95;0.13;0.13
2.3;40;0.13;0.38
2.3;40.15;0.13;0.13
2.3;40.2;0.13;0.13
2.3;40.25;0.13;0.13
2.3;40.3;0.13;0.13
2.3;40.35;0.13;0.13
2.3;40.45;0.13;0.13
2.3;40.5;0.13;0.13
2.3;40.55;0.13;0.13
2.3;40.6;0.13;0.13
2.3;40.7;0.13;0.13
2.3;40.75;0.13;0.13
2.3;40.8;0.13;0.13
2.3;33.2;0.00;0.13
2.3;33.25;0.00;0.13
2.3;33.3;0.00;0.13
2.3;33.35;0.00;0.13
2.3;33.45;0.00;0.13
2.3;33.5;0.00;0.13
2.3;33.55;0.00;0.13
2.3;33.6;0.00;0.13
2.3;33.65;0.00;0.13
2.3;33.7;0.00;0.13
2.3;33.75;0.00;0.13
2.3;33.8;0.00;0.00
2.3;33.85;0.00;0.00
2.3;33.9;0.00;0.00
2.3;33.95;0.00;0.00
2.3;34.95;0.00;0.50
2.3;35;0.00;0.50
2.3;35.05;0.00;0.25
2.3;35.1;0.00;0.50
2.3;35.15;0.00;0.38
2.3;35.2;0.00;0.25
2.3;35.25;0.00;0.25
2.3;35.3;0.00;0.50
2.3;35.4;0.00;0.13
2.3;35.45;0.00;0.13
2.3;36.1;0.00;0.13
2.3;38;0.00;0.63
2.3;38.1;0.00;0.63
2.3;38.15;0.00;0.63
2.3;38.2;0.00;0.63
2.3;38.25;0.00;0.75
2.3;38.3;0.00;0.63
2.3;38.35;0.00;0.50
2.3;38.4;0.00;0.63
2.3;38.45;0.00;0.63
2.3;38.5;0.00;0.63
2.3;38.55;0.00;0.38
2.3;38.6;0.00;0.38
2.3;38.65;0.00;0.25
2.3;38.7;0.00;0.13
2.3;38.75;0.00;0.13
2.3;38.8;0.00;0.13
2.3;38.85;0.00;0.13
2.3;38.9;0.00;0.13
2.3;38.95;0.00;0.13
2.3;39;0.00;0.13
2.3;39.05;0.00;0.13
2.3;39.1;0.00;0.13
2.3;39.15;0.00;0.13
2.3;39.2;0.00;0.13
2.3;39.25;0.00;0.13
2.3;39.3;0.00;0.25
2.3;39.35;0.00;0.25
2.3;39.4;0.00;0.50
2.3;39.45;0.00;0.50
2.3;40.4;0.00;0.13
2.3;40.65;0.00;0.13
2.25;36.55;0.63;0.13
2.25;37.35;0.50;0.13
2.25;39.6;0.50;0.13
2.25;35.6;0.38;0.13
2.25;35.7;0.38;0.13
2.25;35.75;0.38;0.13
2.25;35.8;0.38;0.13
2.25;35.85;0.38;0.13
2.25;36.5;0.38;0.13
2.25;36.6;0.38;0.13
2.25;36.7;0.38;0.13
2.25;36.75;0.38;0.13
2.25;36.8;0.38;0.13
2.25;37.15;0.38;0.13
2.25;37.2;0.38;0.13
2.25;37.25;0.38;0.13
2.25;37.4;0.38;0.13
2.25;37.5;0.38;0.13
2.25;39.65;0.38;0.13
2.25;39.7;0.38;0.13
2.25;39.75;0.38;0.13
2.25;40.1;0.38;0.13
2.25;33.9;0.25;0.00
2.25;33.95;0.25;0.00
2.25;34.7;0.25;0.00
2.25;34.75;0.25;0.00
2.25;34.8;0.25;0.00
2.25;34.85;0.25;0.00
2.25;34.9;0.25;0.00
2.25;35.55;0.25;0.13
2.25;35.65;0.25;0.13
2.25;35.9;0.25;0.13
2.25;36;0.25;0.13
2.25;36.15;0.25;0.13
2.25;36.2;0.25;0.13
2.25;36.25;0.25;0.13
2.25;36.3;0.25;0.13
2.25;36.35;0.25;0.13
2.25;36.4;0.25;0.13
2.25;36.45;0.25;0.13
2.25;36.65;0.25;0.13
2.25;36.85;0.25;0.13
2.25;36.9;0.25;0.13
2.25;36.95;0.25;0.13
2.25;37.05;0.25;0.13
2.25;37.1;0.25;0.13
2.25;37.3;0.25;0.13
2.25;37.45;0.25;0.13
2.25;37.55;0.25;0.13
2.25;37.8;0.25;0.13
2.25;38.1;0.25;0.13
2.25;40.05;0.25;0.13
2.25;33.8;0.13;0.00
2.25;33.85;0.13;0.00
2.25;34.05;0.13;0.00
2.25;34.1;0.13;0.00
2.25;34.15;0.13;0.00
2.25;34.2;0.13;0.00
2.25;34.25;0.13;0.00
2.25;34.3;0.13;0.00
2.25;34.35;0.13;0.00
2.25;34.4;0.13;0.00
2.25;34.45;0.13;0.00
2.25;34.5;0.13;0.00
2.25;34.55;0.13;0.00
2.25;34.6;0.13;0.00
2.25;34.65;0.13;0.00
2.25;35.95;0.13;0.13
2.25;36.05;0.13;0.13
2.25;36.1;0.13;0.13
2.25;37;0.13;0.13
2.25;37.65;0.13;0.13
2.25;37.7;0.13;0.13
2.25;37.75;0.13;0.13
2.25;37.85;0.13;0.13
2.25;37.9;0.13;0.13
2.25;37.95;0.13;0.13
2.25;38.05;0.13;0.13
2.25;39.8;0.13;0.13
2.25;39.85;0.13;0.13
2.25;39.9;0.13;0.13
2.25;39.95;0.13;0.25
2.25;40;0.13;0.13
2.25;40.15;0.13;0.13
2.25;40.2;0.13;0.13
2.25;40.25;0.13;0.13
2.25;40.3;0.13;0.13
2.25;40.4;0.13;0.13
2.25;40.45;0.13;0.13
2.25;40.55;0.13;0.13
2.25;33.1;0.00;0.13
2.25;33.15;0.00;0.13
2.25;33.2;0.00;0.13
2.25;33.25;0.00;0.13
2.25;33.3;0.00;0.13
2.25;33.35;0.00;0.13
2.25;33.4;0.00;0.13
2.25;33.45;0.00;0.13
2.25;33.5;0.00;0.13
2.25;33.55;0.00;0.13
2.25;33.6;0.00;0.13
2.25;33.65;0.00;0.13
2.25;33.7;0.00;0.13
2.25;33.75;0.00;0.13
2.25;34;0.00;0.00
2.25;34.95;0.00;0.50
2.25;35;0.00;0.50
2.25;35.05;0.00;0.38
2.25;35.1;0.00;0.25
2.25;35.15;0.00;0.25
2.25;35.2;0.00;0.25
2.25;35.25;0.00;0.50
2.25;35.3;0.00;0.38
2.25;35.35;0.00;0.38
2.25;35.4;0.00;0.25
2.25;35.45;0.00;0.25
2.25;35.5;0.00;0.13
2.25;37.6;0.00;0.75
2.25;38;0.00;0.63
2.25;38.15;0.00;0.63
2.25;38.2;0.00;0.75
2.25;38.25;0.00;0.75
2.25;38.3;0.00;0.75
2.25;38.35;0.00;0.50
2.25;38.4;0.00;0.50
2.25;38.45;0.00;0.50
2.25;38.5;0.00;0.38
2.25;38.55;0.00;0.38
2.25;38.6;0.00;0.38
2.25;38.65;0.00;0.13
2.25;38.7;0.00;0.13
2.25;38.75;0.00;0.13
2.25;38.8;0.00;0.13
2.25;38.85;0.00;0.13
2.25;38.9;0.00;0.13
2.25;38.95;0.00;0.13
2.25;39;0.00;0.13
2.25;39.05;0.00;0.13
2.25;39.1;0.00;0.13
2.25;39.15;0.00;0.13
2.25;39.2;0.00;0.13
2.25;39.25;0.00;0.25
2.25;39.3;0.00;0.25
2.25;39.35;0.00;0.25
2.25;39.4;0.00;0.38
2.25;39.45;0.00;0.50
2.25;39.5;0.00;0.50
2.25;39.55;0.00;0.50
2.25;40.35;0.00;0.13
2.25;40.5;0.00;0.13
2.25;40.6;0.00;0.13
2.25;40.65;0.00;0.13
2.2;36.6;0.50;0.13
2.2;34.6;0.38;0.00
2.2;34.65;0.38;0.00
2.2;34.7;0.38;0.00
2.2;35.6;0.38;0.13
2.2;35.7;0.38;0.13
2.2;35.75;0.38;0.13
2.2;35.8;0.38;0.13
2.2;35.85;0.38;0.13
2.2;35.9;0.38;0.13
2.2;36.4;0.38;0.13
2.2;36.45;0.38;0.13
2.2;36.65;0.38;0.13
2.2;36.7;0.38;0.13
2.2;36.75;0.38;0.13
2.2;37.15;0.38;0.13
2.2;37.2;0.38;0.13
2.2;37.25;0.38;0.13
2.2;37.3;0.38;0.13
2.2;37.4;0.38;0.13
2.2;37.45;0.38;0.13
2.2;37.5;0.38;0.13
2.2;39.65;0.38;0.13
2.2;39.75;0.38;0.13
2.2;40.05;0.38;0.13
2.2;33.8;0.25;0.00
2.2;33.9;0.25;0.00
2.2;33.95;0.25;0.00
2.2;34.75;0.25;0.00
2.2;34.8;0.25;0.00
2.2;35.65;0.25;0.13
2.2;36;0.25;0.13
2.2;36.05;0.25;0.13
2.2;36.15;0.25;0.13
2.2;36.2;0.25;0.13
2.2;36.25;0.25;0.13
2.2;36.3;0.25;0.13
2.2;36.35;0.25;0.13
2.2;36.8;0.25;0.13
2.2;36.85;0.25;0.13
2.2;36.9;0.25;0.13
2.2;36.95;0.25;0.13
2.2;37;0.25;0.13
2.2;37.05;0.25;0.13
2.2;37.1;0.25;0.13
2.2;37.35;0.25;0.13
2.2;37.55;0.25;0.13
2.2;37.6;0.25;0.13
2.2;37.75;0.25;0.13
2.2;37.8;0.25;0.13
2.2;37.9;0.25;0.13
2.2;38.2;0.25;0.13
2.2;38.25;0.25;0.13
2.2;38.3;0.25;0.13
2.2;40;0.25;0.13
2.2;40.1;0.25;0.13
2.2;33.85;0.13;0.00
2.2;34.05;0.13;0.00
2.2;34.1;0.13;0.00
2.2;34.15;0.13;0.00
2.2;34.2;0.13;0.00
2.2;34.25;0.13;0.00
2.2;34.3;0.13;0.00
2.2;34.35;0.13;0.00
2.2;34.4;0.13;0.00
2.2;34.45;0.13;0.00
2.2;34.5;0.13;0.00
2.2;34.55;0.13;0.00
2.2;35.55;0.13;0.13
2.2;35.95;0.13;0.13
2.2;36.1;0.13;0.13
2.2;37.7;0.13;0.13
2.2;37.85;0.13;0.13
2.2;39.7;0.13;0.13
2.2;39.8;0.13;0.13
2.2;39.85;0.13;0.13
2.2;39.9;0.13;0.13
2.2;39.95;0.13;0.13
2.2;40.15;0.13;0.13
2.2;40.2;0.13;0.13
2.2;40.25;0.13;0.13
2.2;40.3;0.13;0.13
2.2;40.55;0.13;0.13
2.2;33.05;0.00;0.13
2.2;33.1;0.00;0.13
2.2;33.15;0.00;0.13
2.2;33.2;0.00;0.13
2.2;33.25;0.00;0.13
2.2;33.3;0.00;0.13
2.2;33.35;0.00;0.13
2.2;33.4;0.00;0.13
2.2;33.45;0.00;0.13
2.2;33.5;0.00;0.13
2.2;33.55;0.00;0.13
2.2;33.6;0.00;0.13
2.2;33.65;0.00;0.13
2.2;33.7;0.00;0.13
2.2;33.75;0.00;0.13
2.2;34;0.00;0.00
2.2;34.85;0.00;0.75
2.2;34.9;0.00;0.63
2.2;34.95;0.00;0.38
2.2;35;0.00;0.38
2.2;35.05;0.00;0.25
2.2;35.1;0.00;0.25
2.2;35.15;0.00;0.25
2.2;35.2;0.00;0.38
2.2;35.25;0.00;0.50
2.2;35.3;0.00;0.38
2.2;35.35;0.00;0.38
2.2;35.4;0.00;0.25
2.2;35.45;0.00;0.25
2.2;35.5;0.00;0.25
2.2;36.5;0.00;0.63
2.2;36.55;0.00;0.25
2.2;37.65;0.00;0.88
2.2;37.95;0.00;0.75
2.2;38;0.00;0.63
2.2;38.05;0.00;0.88
2.2;38.1;0.00;0.63
2.2;38.15;0.00;0.50
2.2;38.35;0.00;0.50
2.2;38.4;0.00;0.50
2.2;38.45;0.00;0.38
2.2;38.5;0.00;0.38
2.2;38.55;0.00;0.25
2.2;38.6;0.00;0.25
2.2;38.65;0.00;0.13
2.2;38.7;0.00;0.13
2.2;38.75;0.00;0.13
2.2;38.8;0.00;0.13
2.2;38.85;0.00;0.13
2.2;38.9;0.00;0.13
2.2;38.95;0.00;0.13
2.2;39;0.00;0.13
2.2;39.05;0.00;0.13
2.2;39.1;0.00;0.13
2.2;39.15;0.00;0.25
2.2;39.2;0.00;0.25
2.2;39.25;0.00;0.25
2.2;39.3;0.00;0.25
2.2;39.35;0.00;0.25
2.2;39.4;0.00;0.38
2.2;39.45;0.00;0.50
2.2;39.5;0.00;0.50
2.2;39.55;0.00;0.50
2.2;39.6;0.00;0.38
2.2;40.35;0.00;0.13
2.2;40.4;0.00;0.13
2.2;40.45;0.00;0.13
2.2;40.5;0.00;0.13
2.2;40.6;0.00;0.13
2.15;36.4;0.50;0.13
2.15;36.45;0.50;0.13
2.15;36.6;0.50;0.13
2.15;36.65;0.50;0.13
2.15;36.7;0.50;0.13
2.15;33.85;0.38;0.00
2.15;33.9;0.38;0.00
2.15;35.65;0.38;0.13
2.15;35.7;0.38;0.13
2.15;35.75;0.38;0.13
2.15;35.85;0.38;0.13
2.15;35.9;0.38;0.13
2.15;36.9;0.38;0.13
2.15;37.1;0.38;0.13
2.15;37.15;0.38;0.13
2.15;37.2;0.38;0.13
2.15;37.25;0.38;0.13
2.15;37.35;0.38;0.13
2.15;37.4;0.38;0.13
2.15;37.5;0.38;0.13
2.15;33.95;0.25;0.00
2.15;34.55;0.25;0.00
2.15;35.6;0.25;0.13
2.15;35.8;0.25;0.13
2.15;36;0.25;0.13
2.15;36.05;0.25;0.13
2.15;36.15;0.25;0.13
2.15;36.2;0.25;0.13
2.15;36.25;0.25;0.13
2.15;36.35;0.25;0.13
2.15;36.75;0.25;0.13
2.15;36.8;0.25;0.13
2.15;36.85;0.25;0.13
2.15;36.95;0.25;0.13
2.15;37;0.25;0.13
2.15;37.05;0.25;0.13
2.15;37.3;0.25;0.13
2.15;37.55;0.25;0.13
2.15;37.65;0.25;0.13
2.15;37.7;0.25;0.13
2.15;37.75;0.25;0.13
2.15;37.8;0.25;0.13
2.15;38.3;0.25;0.13
2.15;39.7;0.25;0.13
2.15;39.75;0.25;0.13
2.15;33.8;0.13;0.00
2.15;34;0.13;0.00
2.15;34.05;0.13;0.00
2.15;34.1;0.13;0.00
2.15;34.2;0.13;0.00
2.15;34.25;0.13;0.00
2.15;34.3;0.13;0.00
2.15;34.35;0.13;0.00
2.15;34.4;0.13;0.00
2.15;34.45;0.13;0.00
2.15;34.5;0.13;0.00
2.15;35.95;0.13;0.13
2.15;36.1;0.13;0.13
2.15;36.3;0.13;0.13
2.15;37.85;0.13;0.13
2.15;37.9;0.13;0.13
2.15;39.8;0.13;0.13
2.15;39.85;0.13;0.13
2.15;39.9;0.13;0.13
2.15;39.95;0.13;0.13
2.15;40;0.13;0.13
2.15;40.05;0.13;0.13
2.15;40.1;0.13;0.13
2.15;40.15;0.13;0.13
2.15;40.2;0.13;0.13
2.15;40.3;0.13;0.13
2.15;40.35;0.13;0.13
2.15;40.4;0.13;0.13
2.15;40.45;0.13;0.13
2.15;33;0.00;0.13
2.15;33.05;0.00;0.13
2.15;33.1;0.00;0.13
2.15;33.15;0.00;0.13
2.15;33.2;0.00;0.13
2.15;33.25;0.00;0.13
2.15;33.3;0.00;0.13
2.15;33.35;0.00;0.13
2.15;33.4;0.00;0.13
2.15;33.45;0.00;0.13
2.15;33.5;0.00;0.13
2.15;33.55;0.00;0.13
2.15;33.6;0.00;0.13
2.15;33.65;0.00;0.13
2.15;33.7;0.00;0.13
2.15;33.75;0.00;0.13
2.15;34.15;0.00;0.00
2.15;34.6;0.00;0.63
2.15;34.65;0.00;0.63
2.15;34.7;0.00;0.63
2.15;34.75;0.00;0.75
2.15;34.8;0.00;0.75
2.15;34.85;0.00;0.63
2.15;34.9;0.00;0.38
2.15;34.95;0.00;0.38
2.15;35;0.00;0.38
2.15;35.05;0.00;0.38
2.15;35.1;0.00;0.38
2.15;35.15;0.00;0.38
2.15;35.2;0.00;0.50
2.15;35.25;0.00;0.38
2.15;35.3;0.00;0.38
2.15;35.35;0.00;0.38
2.15;35.4;0.00;0.25
2.15;35.45;0.00;0.25
2.15;35.5;0.00;0.25
2.15;35.55;0.00;0.13
2.15;36.5;0.00;0.63
2.15;36.55;0.00;0.63
2.15;37.45;0.00;0.50
2.15;37.6;0.00;0.75
2.15;37.95;0.00;0.75
2.15;38;0.00;0.63
2.15;38.05;0.00;0.63
2.15;38.1;0.00;0.50
2.15;38.15;0.00;0.38
2.15;38.2;0.00;0.75
2.15;38.25;0.00;0.63
2.15;38.35;0.00;0.50
2.15;38.4;0.00;0.38
2.15;38.45;0.00;0.38
2.15;38.5;0.00;0.25
2.15;38.55;0.00;0.38
2.15;38.6;0.00;0.25
2.15;38.65;0.00;0.13
2.15;38.7;0.00;0.13
2.15;38.75;0.00;0.13
2.15;38.8;0.00;0.13
2.15;38.85;0.00;0.13
2.15;38.9;0.00;0.13
2.15;38.95;0.00;0.13
2.15;39;0.00;0.13
2.15;39.05;0.00;0.13
2.15;39.1;0.00;0.13
2.15;39.15;0.00;0.25
2.15;39.2;0.00;0.25
2.15;39.25;0.00;0.25
2.15;39.3;0.00;0.25
2.15;39.35;0.00;0.38
2.15;39.4;0.00;0.38
2.15;39.45;0.00;0.38
2.15;39.5;0.00;0.50
2.15;39.55;0.00;0.50
2.15;39.6;0.00;0.50
2.15;39.65;0.00;0.50
2.15;40.25;0.00;0.13
2.15;40.5;0.00;0.13
2.15;40.55;0.00;0.13
2.1;34.5;0.63;0.00
2.1;36.45;0.50;0.13
2.1;36.65;0.50;0.13
2.1;36.7;0.50;0.13
2.1;36.9;0.50;0.13
2.1;33.85;0.38;0.00
2.1;33.9;0.38;0.00
2.1;33.95;0.38;0.00
2.1;35.6;0.38;0.13
2.1;35.7;0.38;0.13
2.1;36.75;0.38;0.13
2.1;37.05;0.38;0.13
2.1;37.1;0.38;0.13
2.1;37.15;0.38;0.13
2.1;37.2;0.38;0.13
2.1;37.3;0.38;0.13
2.1;37.35;0.38;0.13
2.1;39.75;0.38;0.13
2.1;39.8;0.38;0.13
2.1;39.85;0.38;0.13
2.1;39.9;0.38;0.13
2.1;33.8;0.25;0.00
2.1;34.05;0.25;0.00
2.1;34.4;0.25;0.00
2.1;34.45;0.25;0.00
2.1;35.65;0.25;0.13
2.1;35.75;0.25;0.13
2.1;35.95;0.25;0.13
2.1;36.15;0.25;0.13
2.1;36.2;0.25;0.13
2.1;36.3;0.25;0.13
2.1;36.35;0.25;0.13
2.1;36.4;0.25;0.13
2.1;36.85;0.25;0.13
2.1;36.95;0.25;0.13
2.1;37;0.25;0.13
